image_name,id_score,inversion_time
02241.png,0.6462575197219849,66.25650143623352
35325.png,0.4794589877128601,67.40677309036255
53686.png,0.47083553671836853,67.84338283538818
47633.png,0.3145567774772644,67.75451350212097
04294.png,0.10290694236755371,65.94972801208496
00165.png,0.647276759147644,67.72917318344116
00367.png,0.4599092900753021,64.84646534919739
00469.png,0.7157747149467468,63.81486940383911
00733.png,0.7700566649436951,63.2653431892395
01351.png,0.5377477407455444,64.1864230632782
02050.png,0.6415318846702576,66.1729245185852
03009.png,0.6485715508460999,66.26548600196838
01750.png,0.7152298092842102,65.55432939529419
03221.png,0.7236571907997131,65.86914920806885
04382.png,0.3604011833667755,65.10789656639099
04636.png,0.42917048931121826,65.68331980705261
04829.png,0.5548122525215149,65.9446165561676
05761.png,0.3826369345188141,65.42287564277649
05764.png,0.5825178027153015,65.87088990211487
05966.png,0.00378572684712708,65.18800377845764
06193.png,0.5746139287948608,66.23767161369324
07288.png,0.714318037033081,65.65943217277527
07923.png,0.8090498447418213,65.65466856956482
08215.png,0.47719651460647583,65.72208166122437
08517.png,0.4768907129764557,66.69814705848694
11388.png,0.501684308052063,66.17926549911499
11687.png,0.5962535738945007,66.05774641036987
12016.png,0.5849435925483704,66.3484034538269
14188.png,0.7612996101379395,66.07794189453125
15092.png,0.8429185152053833,65.95844912528992
15562.png,0.626600444316864,66.29470658302307
15784.png,0.5102956891059875,66.0138897895813
16935.png,0.7103741765022278,65.89146089553833
17161.png,0.179510697722435,66.36964750289917
17608.png,0.7533496618270874,65.9895396232605
18525.png,0.6115701794624329,65.61676144599915
18528.png,0.700348436832428,65.92669248580933
19926.png,0.6379522681236267,66.94054365158081
20278.png,0.5852001905441284,66.31621623039246
20745.png,0.5099615454673767,66.49932646751404
21046.png,0.6492984890937805,66.25550389289856
21072.png,0.3633366525173187,65.49042201042175
21913.png,0.3120020031929016,66.47787499427795
22332.png,0.6097313165664673,65.90576195716858
22619.png,0.5376956462860107,66.2842538356781
22851.png,0.5183876156806946,66.28108620643616
22989.png,0.6981691122055054,67.08982515335083
23300.png,0.8100438117980957,66.56299328804016
23800.png,0.6589202880859375,66.70299863815308
24663.png,0.1209150105714798,66.4342565536499
25162.png,0.6671618223190308,66.50682353973389
25945.png,0.5318809151649475,66.30736899375916
26040.png,0.5873690247535706,65.70274257659912
26198.png,0.8037781119346619,67.10801649093628
26704.png,0.5879576802253723,66.39574360847473
28453.png,0.577072024345398,66.38459324836731
29196.png,0.6952823996543884,66.55946660041809
29291.png,0.5324716567993164,67.10540056228638
31118.png,0.5422937870025635,66.75626182556152
32013.png,0.6436289548873901,67.38153147697449
32020.png,0.5807607173919678,66.99034094810486
32974.png,0.5573946237564087,66.84122490882874
33269.png,0.7045047879219055,66.3922131061554
33651.png,0.8292725086212158,66.7246744632721
34274.png,0.6020100712776184,66.83522820472717
34506.png,0.6148260235786438,66.9960880279541
35072.png,0.6952155232429504,67.16894912719727
35074.png,0.24888113141059875,67.46866464614868
35854.png,0.6454322934150696,67.74248194694519
35876.png,0.5736804008483887,67.15338230133057
36822.png,0.5210442543029785,66.90054202079773
36879.png,0.7226094603538513,67.27048087120056
37484.png,0.7084190249443054,66.4545578956604
39406.png,0.2613959014415741,67.49417185783386
39796.png,0.10463852435350418,66.74711990356445
40107.png,0.5175036787986755,66.9339804649353
40506.png,0.41248154640197754,67.02509236335754
42390.png,0.6491184234619141,66.4056293964386
42491.png,0.6710844039916992,67.64012432098389
42543.png,0.1669260859489441,67.02685523033142
43124.png,0.730404794216156,66.97545838356018
43222.png,0.3366768956184387,67.39515686035156
43984.png,0.5529345870018005,67.6448438167572
45492.png,0.6584331393241882,67.15235757827759
46437.png,0.3483312726020813,67.05472254753113
46662.png,0.5491240620613098,67.08415007591248
46681.png,0.6448560953140259,67.4037709236145
47497.png,0.4634893834590912,66.96965551376343
48132.png,0.44508805871009827,67.62001872062683
48199.png,0.5410157442092896,67.6224513053894
48346.png,0.6935760378837585,66.90903639793396
49190.png,0.5726953744888306,66.71490716934204
49294.png,0.6422401070594788,67.39016389846802
49381.png,0.5453547835350037,67.78014707565308
49907.png,0.8014556765556335,67.49935817718506
50011.png,0.5658411383628845,67.4869794845581
51381.png,0.6206099987030029,67.92271542549133
51963.png,0.2498268336057663,67.6393404006958
53151.png,0.4728127121925354,67.86372399330139
53845.png,0.7221736311912537,65.55700516700745
